Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
Marketing Resources Inc,2 Old New Milford Rd # 1d,Brookfield,CT,06804-2426,Fairfield,Not in Sample,Not in Sample,Larry Neary,President,4,619360,Business Services (Services),7311,Advertising Agencies,www.marketingresourcesinc.com
Rowland Technologies,320 Barnes Rd,Wallingford,CT,06492-1804,New Haven,Not in Sample,Not in Sample,Peter Patterson,Owner,47,43280600,Allied and Chemical Products (Products),2821,Plastics Materials And Resins,www.rowlandtechnologies.com
Harborside Healthcare,34 Wildwood Ave,Madison,CT,06443-2102,New Haven,Not in Sample,Not in Sample,Jo Ann Stewart,Administrator,130,6722800,Health Services (Services),8051,Skilled Nursing Care Facilities,www.harborsidehealthcare.com
American Limousine,640 Federal Rd,Brookfield,CT,06804-2035,Fairfield,Not in Sample,Not in Sample,Roger Irv,Manager,9,364620,"Suburban, Local Transit and Interurban Highway Passenger Transport (Transportation)",4119,"Local Passenger Transportation, Nec",www.limoamerica.com
New England Diving-Connecticut,476 N Colony St,Wallingford,CT,06492-3127,New Haven,Not in Sample,Not in Sample,Pat Kobrin,Owner,2,243040,Construction - Special Trade Contractors (Construction),1799,"Special Trade Contractors, Nec",www.nedive.com
Valvoline Instant Oil Change,16 Amity Rd,New Haven,CT,06515-1406,New Haven,Not in Sample,Not in Sample,William Scales,Manager,5,350400,"Automotive Services, Parking and Repair (Automotive)",7549,"Automotive Services, Nec",www.vioc.com
Access America,477 S Broad St,Meriden,CT,06450-6660,New Haven,Not in Sample,Not in Sample,Beverly Peterson,Manager,6,1400300,Real Estate (Housing),6531,Real Estate Agents And Managers,www.c21accessamerica.com
Cloud 9 Graphics,549 Howe Ave,Shelton,CT,06484-3188,Fairfield,Not in Sample,Not in Sample,Steve Gentile,Owner,37,5426400,"Publishing, Allied and Printing Industries (Industries)",2752,"Commercial Printing, Lithographic",www.cloud9graphics.com
State Farm Insurance,305 Boston Ave # 202,Stratford,CT,06614-5246,Fairfield,Not in Sample,Not in Sample,Carl Baker,Manager,3,409860,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.statefarm.com
Calvary Baptist Church,262 Bee St,Meriden,CT,06450-4734,New Haven,Not in Sample,Not in Sample,Joel Rissinger,Religious Leader,3,0,Membership Organizations (Organizations),8661,Religious Organizations,www.calvaryatmeriden.org
New England Ctr-Head Ache,778 Long Ridge Rd,Stamford,CT,06902-1251,Fairfield,Not in Sample,Not in Sample,Alan Rapoport,,3,887550,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.nech.net
New Ideas,2666 State St # 4b,Hamden,CT,06517-2232,New Haven,Not in Sample,Not in Sample,Donald Fass,Owner,9,759520,Business Services (Services),7389,"Business Services, Nec",www.newideas-inventions.com
Dick's Sporting Goods,470 Lewis Ave,Meriden,CT,06451-2103,New Haven,Not in Sample,Not in Sample,Ted Brown,Manager,4,597920,Miscellaneous Retail (Stores),5941,Sporting Goods And Bicycle Shops,www.dicksportinggoods.com
Ray Brown & Son Electrical,371 Morehouse Rd,Easton,CT,06612-1637,Fairfield,Not in Sample,Not in Sample,Ray Brown,Owner,9,815760,Construction - Special Trade Contractors (Construction),1731,Electrical Work,www.raybrownelectric.com
Habitat For Humanity,1470 Barnum Ave,Bridgeport,CT,06610-3269,Fairfield,Not in Sample,Not in Sample,,,5,0,Social Services (Services),8399,"Social Services, Nec",www.bridgeporthabitat.org
Wachovia Bank,205 Church St,New Haven,CT,06510-1805,New Haven,Not in Sample,Not in Sample,,,110,0,Depository Institutions (Credit),6021,National Commercial Banks,www.wachovia.com
O & G Industries Inc,9 Segar St,Danbury,CT,06810-6324,Fairfield,Not in Sample,Not in Sample,Len Petruccelli,Manager,33,22843800,Wholesale Trade - Durable Goods (Products),5082,Construction And Mining Machinery,www.ogind.com
Jerry Green & Doreen's Music,374 Whalley Ave,New Haven,CT,06511-3043,New Haven,Not in Sample,Not in Sample,Jerry Green,Owner,1,148320,"Furnishing, Equipment and Home Furniture Stores (Stores)",5735,Record And Prerecorded Tape Stores,www.jerrygreensgospel.com
Total Mortgage Svc,326 W Main St # 105,Milford,CT,06460-2567,New Haven,Not in Sample,Not in Sample,John Walsh,Owner,72,14208600,Non-Depository Credit Institutions (Credit),6162,Mortgage Bankers And Loan Correspondents,www.totalmortgage.com
Project Medsend,621 Arrowhead Dr,Orange,CT,06477-2306,New Haven,Not in Sample,Not in Sample,Debbie Gaboriault,Manager,5,0,Social Services (Services),8399,"Social Services, Nec",www.medsend.net
Pete Way Photography & Web,87 Waterbury Rd,Prospect,CT,06712-1223,New Haven,Not in Sample,Not in Sample,Pete Way,Owner,1,209950,Business Services (Services),7373,Computer Integrated Systems Design,www.alliancefoodmgmt.com
Qsend Technologies Inc,231 Bank St # 2,Waterbury,CT,06702-2213,New Haven,Not in Sample,Not in Sample,Keith Lebeau,Owner,12,3986700,"Publishing, Allied and Printing Industries (Industries)",2741,Miscellaneous Publishing,www.mrpmfg.com
Executive Business Machines,2 Post Rd,Fairfield,CT,06824-6216,Fairfield,Not in Sample,Not in Sample,Bryan Press,Owner,29,9412000,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.ebmusa.com
Brotherhood & Higley Real Est,161 Elm St,New Canaan,CT,06840-5405,Fairfield,Not in Sample,Not in Sample,Hugh Halsell,Owner,22,3051180,Real Estate (Housing),6531,Real Estate Agents And Managers,www.bhrealestate.com
Mc Connell Real Estate,101 Oxford Rd,Oxford,CT,06478-1929,New Haven,Not in Sample,Not in Sample,Allison Cheh,Manager,6,1286400,Real Estate (Housing),6531,Real Estate Agents And Managers,www.realtor.com
Hamden Fire Marshall,1255 Shepard Ave,Hamden,CT,06518-2028,New Haven,Not in Sample,Not in Sample,Mark Barletta,Manager,100,0,"Public Order, Safety and Justice (Government)",9224,Fire Protection,www.hamden.com
Acme Painting,121 Grassy Plain St,Bethel,CT,06801-2804,Fairfield,Not in Sample,Not in Sample,,,2,175740,Construction - Special Trade Contractors (Construction),1721,Painting And Paper Hanging,www.acmepainting.com
Fitzsimons Engineering,123 Greenwich Ave,Greenwich,CT,06830-5511,Fairfield,Not in Sample,Not in Sample,Michael Fitzsimons,Manager,5,1083880,"Engineering, Management, Accounting, Research and Related Industries (Services)",8711,Engineering Services,www.fiteng.com
Christy's Expressions,2 Katie Ln,Guilford,CT,06437-4349,New Haven,Not in Sample,Not in Sample,Chris Healy,Owner,2,279360,Apparel and Accessory Stores (Stores),5661,Shoe Stores,www.christysexpressions.com
Mount Carmel Congregational,3284 Whitney Ave,Hamden,CT,06518-2129,New Haven,Not in Sample,Not in Sample,D J House,Religious Leader,5,0,Membership Organizations (Organizations),8661,Religious Organizations,www.mccucc.com
Connecticut Valley Dog Trng,19 Louis Dr,Meriden,CT,06450-7203,New Haven,Not in Sample,Not in Sample,,,1,79800,Agricultural Services (Services),752,Animal Specialty Services,www.smartydog.com
Poliform Varenna Studio Of Ct,111 High Ridge Rd,Stamford,CT,06905-3813,Fairfield,Not in Sample,Not in Sample,Ryan Ko,Owner,3,4233200,Wholesale Trade - Durable Goods (Products),5023,Homefurnishings,www.poliform.com
Wilbur Cross School,1775 Reservoir Ave,Bridgeport,CT,06606-1471,Fairfield,Not in Sample,Not in Sample,Denise Clemons-Graham,Principal,48,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.bridgeportedu.net
K M Building Consultants,9 Newman Pl,Brookfield,CT,06804-3964,Fairfield,Not in Sample,Not in Sample,Kenneth M Lynch,Owner,1,171700,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.kmbuilding.com
Picture That,84 Courtland Ave,Stamford,CT,06902-3423,Fairfield,Not in Sample,Not in Sample,,,3,385920,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.picture-that.com
Visual Access Technology Inc,39 Old Ridgebury Rd,Danbury,CT,06810-5103,Fairfield,Not in Sample,Not in Sample,Howard Berger,Owner,3,1053420,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.visualaccesstech.com
Page-Taft Real Estate,73 Church St,Guilford,CT,06437-2604,New Haven,Not in Sample,Not in Sample,Laura Page,Owner,3,410040,Real Estate (Housing),6531,Real Estate Agents And Managers,www.pagetaft.com
CPM Community Youth House,299 Washington Ave # B,Bridgeport,CT,06604-3822,Fairfield,Not in Sample,Not in Sample,Khalil Abdul Hameed,Executive Director,24,0,Social Services (Services),8399,"Social Services, Nec",www.partnersforcommunity.org
Pritchard Industries Inc,111 Court St,New Haven,CT,06511-6926,New Haven,Not in Sample,Not in Sample,Steven Sadler,VP,6,214830,Business Services (Services),7349,"Building Maintenance Services, Nec",www.pritchardevents.com
Libby Coverly Cooke Cafe,1 Boulder Ave,Old Greenwich,CT,06870-1420,Fairfield,Not in Sample,Not in Sample,Libby C Cooke,Owner,6,349200,Eating and Drinking Establishments (Food),5812,Eating Places,www.libbycookecatering.com
Italian Center Of Stamford,1620 Newfield Ave,Stamford,CT,06905-1507,Fairfield,Not in Sample,Not in Sample,Mark Della Pesca,Manager,48,2842000,Eating and Drinking Establishments (Food),5812,Eating Places,www.italiancenter.org
Custom Aircraft Cabinets Inc,10015 Firestone Ln,N Little Rock,AR,72118-1846,Pulaski,Not in Sample,Not in Sample,Paul Reesnes,President,67,11543000,Wood and Lumber Products other than Furniture (Products),2434,Wood Kitchen Cabinets,www.customaircraftcabinets.com
German School Of Ct,154 Middle River Rd,Danbury,CT,06811-4339,Fairfield,Not in Sample,Not in Sample,Renate Ludanyi,President,27,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.germanschoolct.org
AAC America's Alarm Co,235 Center St,Wallingford,CT,06492-4113,New Haven,Not in Sample,Not in Sample,Peter Zichichi,President,5,3158400,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.americasalarm.com
Requa Inc,540 Barnum Ave # 1,Bridgeport,CT,06608-2447,Fairfield,Not in Sample,Not in Sample,John L Geils,President,15,10887800,Allied and Chemical Products (Products),2834,Pharmaceutical Preparations,www.requa.com
American Cancer Society,538 Preston Ave,Meriden,CT,06450-4858,New Haven,Not in Sample,Not in Sample,John Weber,Exec VP,66,0,Membership Organizations (Organizations),8611,Business Associations,www.cancer.org
Rader Technology Licensing,264 Amity Rd # 210,Woodbridge,CT,06525-2200,New Haven,Not in Sample,Not in Sample,Dennis Rader,Owner,1,168300,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.raderlicensing.com
Parfumerie Douglas Cosmetics,57 Main St,Westport,CT,06880-3402,Fairfield,Not in Sample,Not in Sample,Frances O Neill,Manager,9,1326600,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.douglascosmetics.com
Qualtron,35 Union Ave,Bridgeport,CT,06607-2306,Fairfield,Not in Sample,Not in Sample,Hae Yi,Owner,44,7567940,"Electrical, Electronic and Components other than Computer Equipment (Equipment)",3672,Printed Circuit Boards,www.qualtroninc.com
Benemark Insurance & Employee,75 Kings Highway Cutoff,Fairfield,CT,06824-5340,Fairfield,Not in Sample,Not in Sample,Gregg Padilla,Owner,4,540960,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.benemark.com
Children's Center,1400 Whitney Ave,Hamden,CT,06517-2499,New Haven,Not in Sample,Not in Sample,Anthony Del Mastro,Executive Director,180,0,Social Services (Services),8322,Individual And Family Services,www.childrenscenterhamden.org
Bank Of America,400 E Main St,Meriden,CT,06450-6022,New Haven,Not in Sample,Not in Sample,Cheryl Commato,Manager,19,0,Depository Institutions (Credit),6021,National Commercial Banks,www.fleet.com
Miller & Co,42-50 S Main St,Norwalk,CT,06854-2966,Fairfield,Not in Sample,Not in Sample,,,0,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.millerandcompany.com
Sachs & Proto LLC,112 Washington Ave,North Haven,CT,06473-1752,New Haven,Not in Sample,Not in Sample,,,4,641280,Legal Services (Services),8111,Legal Services,www.sachsandproto.com
Calcagni Associates,924 N Main Street Ext,Wallingford,CT,06492-5911,New Haven,Not in Sample,Not in Sample,Linda Hofbauer,Manager,38,5252800,Real Estate (Housing),6531,Real Estate Agents And Managers,www.calcagni.com
Spencer Gifts,495 Union St # 1162,Waterbury,CT,06706-3200,New Haven,Not in Sample,Not in Sample,Cinthia Figueroa,Manager,9,562380,Miscellaneous Retail (Stores),5947,"Gift, Novelty, And Souvenir Shop",www.spencergifts.com
Danjon Manufacturing Corp,1075 S Main St,Cheshire,CT,06410-3414,New Haven,Not in Sample,Not in Sample,Eugene Johnson,President,10,1716960,Commercial and Industrial Machinery and Computer Equipment (Equipment),3545,Machine Tool Accessories,www.danjon.com
CVS Pharmacy,470 Lewis Ave # 152,Meriden,CT,06451-2103,New Haven,Not in Sample,Not in Sample,,,19,3623400,Miscellaneous Retail (Stores),5912,Drug Stores And Proprietary Stores,www.cvs.com
Turnpike Pet Ctr,525 Tunxis Hill Rd,Fairfield,CT,06825-4442,Fairfield,Not in Sample,Not in Sample,Debbie West,Owner,13,1254240,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.turnpikepet.com
CPROJECTS.COM,1257 Southford Rd,Southbury,CT,06488-4424,New Haven,Not in Sample,Not in Sample,Joe Marulli,CEO,14,1733490,Business Services (Services),7374,Data Processing And Preparation,www.cprojects.com
Duble & O'Hearn Inc,54 Trumbull St,New Haven,CT,06510-1094,New Haven,Not in Sample,Not in Sample,Sharon Downing,Manager,16,1970640,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.duble-ohearn.com
Quality Data Svc,289 Fairfield Ave,Waterbury,CT,06708-4061,New Haven,Not in Sample,Not in Sample,Vincent Crudele,Owner,10,1799280,Business Services (Services),7374,Data Processing And Preparation,www.qds.biz
MSI Mortgage Solutions Inc,14 Church St,North Haven,CT,06473-2503,New Haven,Not in Sample,Not in Sample,,,5,1004950,Non-Depository Credit Institutions (Credit),6162,Mortgage Bankers And Loan Correspondents,www.msimortgage.com
Handle Associates/Kumon Math,135 Church St,Guilford,CT,06437-2401,New Haven,Not in Sample,Not in Sample,Laura I Maniglia,Owner,5,418000,Educational Services (Services),8299,"Schools And Educational Services, Nec",www.handleassociates.com
Blue Jay Orchards,125 Plumtrees Rd,Bethel,CT,06801-3102,Fairfield,Not in Sample,Not in Sample,Paul Patterson,Owner,5,1319200,Agricultural Production - Crops (Agriculture),175,Deciduous Tree Fruits,www.bluejayorchards.com
Acoustic Sciences Assoc,56 Partrick Rd,Westport,CT,06880-1921,Fairfield,Not in Sample,Not in Sample,Alan A Winder,Owner,2,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.imagevu.com
Hopkins Studio,656 Wheelers Farms Rd,Milford,CT,06460-1643,New Haven,Not in Sample,Not in Sample,Fred Hopkins,Owner,3,224220,Personal Services (Services),7221,"Photographic Studios, Portrait",www.hopkinsstudio.com
Brattas Corp,66 Gillotti Rd,New Fairfield,CT,06812-2526,Fairfield,Not in Sample,Not in Sample,Al Juergens,President,1,372860,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.brattas.com
Land Quest,1169 Main St # 7a,Branford,CT,06405-3786,New Haven,Not in Sample,Not in Sample,Kyle Crokum,President,9,2774820,Real Estate (Housing),6552,"Subdividers And Developers, Nec",www.land-quest.com
Martha Stewart Television,19 Newtown Tpke,Westport,CT,06880-1802,Fairfield,Not in Sample,Not in Sample,Heidi Diamond,President,96,30336000,Communications (Informative),4833,Television Broadcasting Stations,www.marthastewart.com
Bright Horizons Children's Ctr,3 Corporate Dr,Shelton,CT,06484-6222,Fairfield,Not in Sample,Not in Sample,Valerie Cancelli,Executive Director,30,885360,Social Services (Services),8351,Child Day Care Services,www.brighthorizons.com
Aerial Lift Repair Inc,571 Plains Rd,Milford,CT,06460-1796,New Haven,Not in Sample,Not in Sample,Ernie Depiero,President,30,6760000,Commercial and Industrial Machinery and Computer Equipment (Equipment),3536,"Hoists, Cranes, And Monorails",www.aeriallift.com
Dattco Inc,25 Radel St,Bridgeport,CT,06607-2114,Fairfield,Not in Sample,Not in Sample,Dave Forbes,Manager,19,1485000,"Suburban, Local Transit and Interurban Highway Passenger Transport (Transportation)",4131,Intercity And Rural Bus Transportation,www.dattco.com
Tedesco Realty Assoc,PO Box 31066,Greenwich,CT,06831-0766,Fairfield,Not in Sample,Not in Sample,Michael J Tedesco,Owner,1,132660,Real Estate (Housing),6531,Real Estate Agents And Managers,www.tedescorealty.com
Union Savings Bank,24 State Route 39,New Fairfield,CT,06812-4014,Fairfield,Not in Sample,Not in Sample,Marlene Lamendola,Manager,10,0,Depository Institutions (Credit),6021,National Commercial Banks,www.unionsavings.com
Mad River Traders Inc,34 E Putnam Ave # 106,Greenwich,CT,06830-5442,Fairfield,Not in Sample,Not in Sample,,,0,0,Wholesale Trade - Non-Durable Goods (Products),5149,"Groceries And Related Products, Nec",www.drinkmad.com
Northeast Marketing Group,105 S Elm St,Wallingford,CT,06492-4705,New Haven,Not in Sample,Not in Sample,Byron Brewer Sr,Owner,15,23750000,Wholesale Trade - Durable Goods (Products),5099,"Durable Goods, Nec",www.northeastmarketing.com
Bird Automotive Div IFCE,139 Grumman Hill Rd,Wilton,CT,06897-4620,Fairfield,Not in Sample,Not in Sample,,,2,236900,"Automotive Services, Parking and Repair (Automotive)",7538,General Automotive Repair Shops,www.birdautomotive.com
Art's Service Ctr,894 S Meriden Rd,Cheshire,CT,06410-1828,New Haven,Not in Sample,Not in Sample,Peter Childs,Owner,1,119600,"Automotive Services, Parking and Repair (Automotive)",7538,General Automotive Repair Shops,www.artsservicecenter.com
Five Star Products Inc,750 Commerce Dr,Fairfield,CT,06825-5519,Fairfield,Not in Sample,Not in Sample,David Babcock,CEO,0,0,"Clay, Concrete, Glass and Stone Products (Products)",3272,"Concrete Products, Nec",www.fivestarproducts.com
Plastic & Reconstructive Surg,121 Wakelee Ave,Ansonia,CT,06401-1198,New Haven,Not in Sample,Not in Sample,Brenda Gizza,Manager,17,5435100,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,www.plasticsurgeryassoc.net
Optima Inc,111 Research Dr,Stratford,CT,06615-7126,Fairfield,Not in Sample,Not in Sample,Nicholas Niejelow,President,18,2750100,"Watches and Clocks, Measurement, Analyzer and Control Instruments, and Photo and Medical Goods (Products)",3851,Ophthalmic Goods,www.optima-inc.net
New England Classics Inc,1483 Stratford Ave,Stratford,CT,06615-6416,Fairfield,Not in Sample,Not in Sample,Marc Evans,Owner,4,1854400,Gasoline Service Stations and Automotive Dealers (Automotive),5521,Used Car Dealers,www.newenglandclassics.com
Gramophone Shop,103 Main St,New Canaan,CT,06840-4784,Fairfield,Not in Sample,Not in Sample,Jack Trifero,Owner,5,712800,"Furnishing, Equipment and Home Furniture Stores (Stores)",5735,Record And Prerecorded Tape Stores,www.gramophoneshop.com
Notre Dame Catholic High Schl,220 Jefferson St,Fairfield,CT,06825-1096,Fairfield,Not in Sample,Not in Sample,William Sangiovanni,Principal,36,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.notredame.org
Grannick's Pharmacy & Medical,277 Greenwich Ave,Greenwich,CT,06830-6592,Fairfield,Not in Sample,Not in Sample,Charles Grannick,Owner,27,4523760,Miscellaneous Retail (Stores),5912,Drug Stores And Proprietary Stores,www.grannickspharmacy.com
Elmer F Laydon Construction,69 Wheeler St,Hamden,CT,06514-2513,New Haven,Not in Sample,Not in Sample,Elmer F Laydon,President,34,8142750,Heavy Construction other than Building Construction (Construction),1611,Highway And Street Construction,www.laydoncpa.com
J D's Cosmetic Essentials,62 Main St,Westport,CT,06880-3401,Fairfield,Not in Sample,Not in Sample,Elizabeth Genel,President,12,1488740,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.jdscosmetics.com
Big Brothers & Big Sisters,6 Fairfield Blvd,Wallingford,CT,06492-1827,New Haven,Not in Sample,Not in Sample,Susan Mcgann,Executive Director,4,0,Social Services (Services),8322,Individual And Family Services,www.nutmegbigbrothersbigsisters.org
Pub Games Plus,176 Main St,Norwalk,CT,06851-3617,Fairfield,Not in Sample,Not in Sample,Sara Fliess,Owner,2,284160,Miscellaneous Retail (Stores),5941,Sporting Goods And Bicycle Shops,www.pubgames.com
ISEN.COM,112 Orchard St,Cos Cob,CT,06807-2010,Fairfield,Not in Sample,Not in Sample,,,1,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.isen.com
Sign-A-Rama,950 Yale Ave # 28,Wallingford,CT,06492-1868,New Haven,Not in Sample,Not in Sample,Ed Miller,Owner,2,252960,Miscellaneous Manufacturing Industries (Industries),3993,Signs And Advertising Specialties,www.silverfoxsigns.com
Institute-Clinical Trichotomy,965 Hope St,Stamford,CT,06907-2227,Fairfield,Not in Sample,Not in Sample,A Penachio,Religious Leader,15,1366120,Health Services (Services),8049,Offices Of Health Practitioner,www.hypnosisict.com
Center For Executive Resources,1234 Summer St # 400,Stamford,CT,06905-5510,Fairfield,Not in Sample,Not in Sample,Burt M Hoffman,Owner,29,3979800,Real Estate (Housing),6531,Real Estate Agents And Managers,www.stamford-lawyer.com
Paragon Systems,71 Bradley Rd,Madison,CT,06443-2662,New Haven,Not in Sample,Not in Sample,Barry Philips,Manager,1,95880,Business Services (Services),7389,"Business Services, Nec",www.paragonsystems.com
New Zealand Lamb Cooperative,20 Westport Rd # 320,Wilton,CT,06897-4522,Fairfield,Not in Sample,Not in Sample,Shane O'Hara,President,14,2524500,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.nzlamb.com
Cardinal Shehan Ctr,1494 Main St,Bridgeport,CT,06604-3600,Fairfield,Not in Sample,Not in Sample,Terrance J O'Connor,Executive Director,14,0,Social Services (Services),8322,Individual And Family Services,www.shehancenter.org
C R Bliss & Co,246 Federal Rd # C34,Brookfield,CT,06804-2650,Fairfield,Not in Sample,Not in Sample,Charles Bliss,Owner,5,530450,"Engineering, Management, Accounting, Research and Related Industries (Services)",8721,"Accounting, Auditing, And Bookkeeping",www.crbliss.com
Unusual Italy,3 Snowflake Ln,Westport,CT,06880-1331,Fairfield,Not in Sample,Not in Sample,Cecilia Durantini,Owner,2,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.unusualitaly.com
Bath & Body Works Inc,470 Lewis Ave,Meriden,CT,06451-2103,New Haven,Not in Sample,Not in Sample,,,17,2050200,Miscellaneous Retail (Stores),5999,"Miscellaneous Retail Stores, Nec",www.bathandbodyworks.com
Apelon Inc,100 Danbury Rd,Ridgefield,CT,06877-4107,Fairfield,Not in Sample,Not in Sample,,,4,1476960,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.ontyx.com
Danbury Square Box Co,1 Broad St # A,Danbury,CT,06810-6204,Fairfield,Not in Sample,Not in Sample,John J Allen,CEO,21,5393400,Allied and Paper Products (Products),2653,Corrugated And Solid Fiber Boxes,www.danburysquarebox.com
Centro Ristorante & Bar,319 Post Rd,Darien,CT,06820-3604,Fairfield,Not in Sample,Not in Sample,Collett Conte,Owner,33,1715000,Eating and Drinking Establishments (Food),5813,Drinking Places,www.centroristorante.com
Julian Enterprises,379 Saw Mill Rd # 200,West Haven,CT,06516-4002,New Haven,Not in Sample,Not in Sample,Jason Julian,Owner,9,1395900,Motor Freight Transportation (Transportation),4212,"Local Trucking, Without Storage",www.julianenterprises.com
SMT,585 Fan Hill Rd,Monroe,CT,06468-1336,Fairfield,Not in Sample,Not in Sample,Thomas Sharpe,Owner,96,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.smttech.com
Cornerstone,90 Norton St,New Haven,CT,06511-4224,New Haven,Not in Sample,Not in Sample,Leeann Borkowski,Manager,12,826200,Health Services (Services),8063,Psychiatric Hospitals,www.al-corn.org
HSS Inc,2321 Whitney Ave,Hamden,CT,06518-3510,New Haven,Not in Sample,Not in Sample,Robert Leary,Owner,41,9090000,"Engineering, Management, Accounting, Research and Related Industries (Services)",8748,"Business Consulting, Nec",www.hssweb.com
Residential Brokerage,71 Oxford Rd,Oxford,CT,06478-1900,New Haven,Not in Sample,Not in Sample,Pat Ring,Manager,14,1989900,Real Estate (Housing),6531,Real Estate Agents And Managers,www.coldwellbankermoves.com
Us Security Assoc Inc,400 Main St # 413,Stamford,CT,06901-3020,Fairfield,Not in Sample,Not in Sample,Karim Hader,Manager,290,8613000,Business Services (Services),7381,Detective And Armored Car Services,www.greatguards.com
American Leasing Assoc,150 W Main St,Branford,CT,06405-4031,New Haven,Not in Sample,Not in Sample,Paul Zemina,Manager,3,554490,Business Services (Services),7359,"Equipment Rental And Leasing, Nec",www.americanleasingassociates.com
Hillside Covenant Church,100 Hillside Ave,Naugatuck,CT,06770-4019,New Haven,Not in Sample,Not in Sample,Richard Cudmore,Religious Leader,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.hillsidecovenant.com
Center For Women' S Health,1500 Post Rd,Darien,CT,06820-5935,Fairfield,Not in Sample,Not in Sample,Joel M Evans,Executive Director,9,954480,Health Services (Services),8049,Offices Of Health Practitioner,www.centerforwomenshealth.com
Rochambeau Middle School,100 Peter Rd,Southbury,CT,06488-2675,New Haven,Not in Sample,Not in Sample,Lauren Robinson,Principal,86,0,Educational Services (Services),8211,Elementary And Secondary Schools,www.region15.org
Jimmy Sanders Inc,125 Murray Ave,Wynne,AR,72396-4008,Cross,Not in Sample,Not in Sample,Mike Taylor,Manager,19,18198180,Wholesale Trade - Non-Durable Goods (Products),5169,"Chemicals And Allied Products, Nec",
Rush Computer Rentals Inc,29 N Plains Hwy # 12,Wallingford,CT,06492-5838,New Haven,Not in Sample,Not in Sample,Peter Oman,VP,24,20344500,Business Services (Services),7377,Computer Rental And Leasing,www.rushcomputer.com
Hawkeye Technologies LLC,241 Research Dr # 4,Milford,CT,06460-8562,New Haven,Not in Sample,Not in Sample,Richard Hawkins,President,5,872200,"Watches and Clocks, Measurement, Analyzer and Control Instruments, and Photo and Medical Goods (Products)",3822,Environmental Controls,www.tomatech.com
Tweeter,109 Federal Rd,Danbury,CT,06811-4046,Fairfield,Not in Sample,Not in Sample,Bill Bender,Manager,8,2582140,"Furnishing, Equipment and Home Furniture Stores (Stores)",5731,"Radio, Television, And Electronic Stores",www.tweeter.com
Rainbow,760 Villa Ave,Fairfield,CT,06825-4835,Fairfield,Not in Sample,Not in Sample,Linda Martin,Manager,12,1444300,Apparel and Accessory Stores (Stores),5641,Children's And Infants' Wear Stores,www.rainbowshop.com
James T Kay Co Inc,766 N Colony Rd,Meriden,CT,06450-2388,New Haven,Not in Sample,Not in Sample,Cliff Odonal,President,43,6193320,Construction - Special Trade Contractors (Construction),1711,"Plumbing, Heating, Air-Conditioning",www.jamestkay.com
Goodwill Industries,1 W Broad St,Stamford,CT,06902-3711,Fairfield,Not in Sample,Not in Sample,Carlos Calderon,Manager,19,1372800,Miscellaneous Retail (Stores),5932,Used Merchandise Stores,www.goodwill.com
Josephson Canvas Co Inc,365 Cherry St,Bridgeport,CT,06605-2334,Fairfield,Not in Sample,Not in Sample,Adam Y Scheps,President,49,5296500,"Apparel, Finished Products from Fabrics & Similar Materials (Products)",2394,Canvas And Related Products,www.rainmenusa.com
Atrion Networking Corp,40 NE Industrial Rd,Branford,CT,06405-2876,New Haven,Not in Sample,Not in Sample,Paul Cronin,Manager,13,1951320,Business Services (Services),7379,"Computer Related Services, Nec",www.atrion.net
